2023;06;21;15:27:48;Maths;Complete square A4;0;1;min;45;sec;0;/;1;0.0%;0;
2023;06;21;15:31:27;Maths;Complete square A4;0;2;min;14;sec;1;/;1;100.0%;0;
2023;06;22;18:21:59;Maths;Complete square (easy);0;2;min;23;sec;3;/;3;100.0%;1;
2023;06;22;18:32:38;Maths;Complete square A1;0;9;min;43;sec;3;/;3;100.0%;0;
2023;06;22;18:34:48;Maths;Complete square A2 (easy);0;1;min;29;sec;3;/;3;100.0%;2;
2023;06;22;18:41:14;Maths;Complete square A2;0;6;min;14;sec;1;/;3;33.3%;0;
2023;06;22;18:44:50;Maths;Complete square A2;0;3;min;8;sec;3;/;3;100.0%;1;
2023;06;22;18:54:50;Maths;Complete square A3;0;2;min;2;sec;3;/;3;100.0%;1;
2023;06;22;19:09:51;Maths;Complete square A4;0;14;min;47;sec;3;/;3;100.0%;0;
2023;06;22;19:20:54;Maths;Complete square A5;0;10;min;38;sec;1;/;3;33.3%;0;
2023;06;22;19:39:48;Maths;Complete square A2;0;1;min;31;sec;1;/;1;100.0%;0;
2023;06;26;19:42:38;Maths;Complete square (easy);0;0;min;45;sec;3;/;3;100.0%;3;
2023;06;26;19:44:21;Maths;Complete square A1;0;1;min;24;sec;1;/;1;100.0%;0;
2023;06;26;19:47:11;Maths;Complete square A2;0;2;min;39;sec;1;/;1;100.0%;0;
2023;06;26;19:48:21;Maths;Complete square A3;0;0;min;60;sec;0;/;1;0.0%;0;
2023;06;26;19:58:41;Maths;Complete square A3;0;0;min;23;sec;1;/;1;100.0%;0;
2023;06;26;19:59:51;Maths;Complete square A4;0;0;min;55;sec;1;/;1;100.0%;0;
2023;06;26;20:01:04;Maths;Complete square A4;0;0;min;56;sec;1;/;1;100.0%;0;
2023;06;26;20:03:23;Maths;Complete square A5;0;2;min;9;sec;1;/;1;100.0%;0;
2023;06;26;20:27:20;Maths;Quadratic equation (easy);0;21;min;1;sec;3;/;3;100.0%;0;
2023;06;27;12:05:44;Maths;Quadratic equation (easy);0;0;min;11;sec;1;/;1;100.0%;0;
2023;06;27;12:05:57;Maths;Quadratic equation (easy);0;0;min;4;sec;0;/;1;0.0%;0;
2023;06;28;12:22:19;Maths;Star count (easy);0;0;min;14;sec;3;/;3;100.0%;9;
2023;06;28;12:25:27;Maths;Estimate sum;0;2;min;35;sec;2;/;3;66.7%;0;
2023;06;28;12:30:29;Maths;Complex roots;0;4;min;52;sec;3;/;3;100.0%;0;
2023;06;28;12:36:44;Maths;Quadratic equation (easy);0;6;min;4;sec;3;/;3;100.0%;0;
2023;06;28;12:51:43;Maths;Quadratic equation (calculator required);0;14;min;44;sec;1;/;3;33.3%;0;
2023;06;28;13:00:17;Maths;Quadratic equation (calculator required);0;7;min;41;sec;1;/;3;33.3%;0;
2023;06;28;13:08:25;Maths;Value of function: Quadratic;0;7;min;53;sec;1;/;3;33.3%;0;
2023;06;28;13:13:46;Maths;Value of function: Quadratic;0;5;min;6;sec;1;/;2;50.0%;0;
2023;06;28;13:16:30;Maths;Value of function: Quadratic;0;2;min;26;sec;0;/;1;0.0%;0;
2023;06;28;13:19:05;Maths;Value of function: Quadratic;0;2;min;28;sec;0;/;1;0.0%;0;
2023;06;28;13:21:09;Maths;Value of function: Quadratic;0;1;min;57;sec;0;/;1;0.0%;0;
2023;06;28;13:23:43;Maths;Value of function: Quadratic;0;2;min;26;sec;1;/;1;100.0%;0;
2023;06;28;13:40:13;Maths;Factoring Quadratics;0;1;min;16;sec;1;/;1;100.0%;0;
2023;06;28;13:42:53;Maths;Factoring Quadratics;0;2;min;3;sec;1;/;1;100.0%;0;
2023;06;28;13:43:17;Maths;Multiply Two Digits;0;0;min;12;sec;3;/;3;100.0%;10;
2023;06;28;13:43:34;Maths;Multiplication Table;0;0;min;6;sec;3;/;3;100.0%;19;
2023;06;29;11:23:43;Maths;Convert Units;0;5;min;31;sec;3;/;3;100.0%;0;
2023;06;29;11:37:02;Maths;Convert Units;0;12;min;51;sec;10;/;10;100.0%;6;
2023;06;29;11:44:01;Maths;Large Division;0;3;min;35;sec;1;/;1;100.0%;0;
2023;06;29;11:45:31;Maths;Open brackets | Close brackets;6;1;min;0;sec;3;/;3;100.0%;2;
2023;06;29;11:47:18;Maths;Linear equation: The Gathering;0;1;min;29;sec;4;/;5;80.0%;2;
2023;09;26;16:16:45;Maths;Roots;0;4;min;9;sec;10;/;10;100.0%;20;
2023;09;26;16:31:34;Maths;Roots;0;11;min;54;sec;43;/;43;100.0%;556;
2023;09;26;16:43:32;Maths;Factorization;0;4;min;51;sec;14;/;15;93.3%;41;
2023;10;02;17:09:43;Maths;Division: mixed fractions;0;12;min;37;sec;10;/;10;100.0%;7;
2023;11;16;16:57:18;Maths;Quadratic equation (easy);0;12;min;40;sec;8;/;10;80.0%;2;
2024;03;07;15:59:04;Maths;Linear equation: The Gathering;0;3;min;51;sec;9;/;10;90.0%;13;
2024;03;07;16:02:40;Russian;Перестановка букв (UNDER CONSTRUCTION);0;2;min;36;sec;3;/;3;100.0%;10;
2024;03;09;10:06:29;Maths;Division: mixed fractions;0;2;min;40;sec;10;/;10;100.0%;31;
2024;05;10;09:05:00;Maths;Multiply decimals;3;2;min;9;sec;5;/;5;100.0%;5;
2024;05;11;12:39:42;Maths;Highest Common Factor (HCF);0;37;min;6;sec;3;/;6;50.0%;0;
2024;05;11;12:48:46;Maths;Lowest Common Multiple (LCM);0;8;min;48;sec;5;/;5;100.0%;14;
